file,shs_entries,sample_symbols,crash
Enclosures\Fences\Electric\ElectricEnd.common.ovl,6,ElectricEnd2HLOD|ElectricEnd1MLOD|ElectricEnd1LLOD,
Enclosures\Fences\Electric\ElectricEnd.unique.ovl,6,ElectricEnd2HLOD|ElectricEnd1MLOD|ElectricEnd1LLOD,
Enclosures\Fences\Electric\ElectricFull.common.ovl,3,ElectricFullMLOD|ElectricFullLLOD|ElectricFullHLOD,
Enclosures\Fences\Electric\ElectricFull.unique.ovl,3,ElectricFullMLOD|ElectricFullLLOD|ElectricFullHLOD,
Enclosures\Fences\Electric\ElectricViewLeft.common.ovl,3,ElectricViewLeftMLOD|ElectricViewLeftLLOD|ElectricViewLeftHLOD,
Enclosures\Fences\Electric\ElectricViewLeft.unique.ovl,3,ElectricViewLeftMLOD|ElectricViewLeftLLOD|ElectricViewLeftHLOD,
Enclosures\Fences\Electric\ElectricViewMid.common.ovl,3,ElectricViewMidMLOD|ElectricViewMidLLOD|ElectricViewMidHLOD,
Enclosures\Fences\Electric\ElectricViewMid.unique.ovl,3,ElectricViewMidMLOD|ElectricViewMidLLOD|ElectricViewMidHLOD,
Enclosures\Fences\Electric\ElectricViewRight.common.ovl,3,ElectricViewRightHLOD|ElectricViewRightMLOD|ElectricViewRightLLOD,
Enclosures\Fences\Electric\ElectricViewRight.unique.ovl,3,ElectricViewRightHLOD|ElectricViewRightMLOD|ElectricViewRightLLOD,
Enclosures\Fences\Wood\WoodCorner.common.ovl,6,WoodCorner1MLOD|WoodCorner1LLOD|WoodCorner1HLOD,
Enclosures\Fences\Wood\WoodCorner.unique.ovl,6,WoodCorner1MLOD|WoodCorner1LLOD|WoodCorner1HLOD,
Enclosures\Fences\Wood\WoodCornerI.common.ovl,3,WoodCorner3MLOD|WoodCorner3LLOD|WoodCorner3HLOD,
Enclosures\Fences\Wood\WoodCornerI.unique.ovl,3,WoodCorner3MLOD|WoodCorner3LLOD|WoodCorner3HLOD,
Enclosures\Fences\Wood\WoodEdge.common.ovl,12,WoodEdge1Damage1HLOD|WoodEdge1MLOD|WoodEdge1Damage2MLOD,
Enclosures\Fences\Wood\WoodEdge.unique.ovl,12,WoodEdge1Damage1HLOD|WoodEdge1MLOD|WoodEdge1Damage2MLOD,
Enclosures\Fences\Wood\WoodEnd.common.ovl,6,WoodEnd2LLOD|WoodEnd2HLOD|WoodEnd1MLOD,
Enclosures\Fences\Wood\WoodEnd.unique.ovl,6,WoodEnd2LLOD|WoodEnd2HLOD|WoodEnd1MLOD,
Enclosures\Fences\Wood\WoodFull.common.ovl,3,WoodFullMLOD|WoodFullLLOD|WoodFullHLOD,
Enclosures\Fences\Wood\WoodFull.unique.ovl,3,WoodFullMLOD|WoodFullLLOD|WoodFullHLOD,
Enclosures\Fences\Wood\WoodViewLeft.common.ovl,3,WoodViewLeftMLOD|WoodViewLeftLLOD|WoodViewLeftHLOD,
Enclosures\Fences\Wood\WoodViewLeft.unique.ovl,3,WoodViewLeftMLOD|WoodViewLeftLLOD|WoodViewLeftHLOD,
Enclosures\Fences\Wood\WoodViewMid.common.ovl,3,WoodViewMidHLOD|WoodViewMidMLOD|WoodViewMidLLOD,
Enclosures\Fences\Wood\WoodViewMid.unique.ovl,3,WoodViewMidHLOD|WoodViewMidMLOD|WoodViewMidLLOD,
Enclosures\Fences\Wood\WoodViewRight.common.ovl,3,WoodViewRightMLOD|WoodViewRightLLOD|WoodViewRightHLOD,
Enclosures\Fences\Wood\WoodViewRight.unique.ovl,3,WoodViewRightMLOD|WoodViewRightLLOD|WoodViewRightHLOD,
Enclosures\Shelters\BigCatShelter\BigCatShelter_data.common.ovl,4,BigCatShelterLLod|BigCatShelterHLod|BigCatShelterULLod,
Enclosures\Shelters\BigCatShelter\BigCatShelter_data.unique.ovl,4,BigCatShelterLLod|BigCatShelterHLod|BigCatShelterULLod,
Enclosures\Shelters\CattleShelter\CattleShelter_data.common.ovl,5,CattleShelterULLod|CattleShelterMLod|CattleShelterLLod,
Enclosures\Shelters\CattleShelter\CattleShelter_data.unique.ovl,5,CattleShelterULLod|CattleShelterMLod|CattleShelterLLod,
Enclosures\Shelters\ElephantShelter\ElephantShelter_data.common.ovl,4,ElephantShelterLLod|ElephantShelterHLod|ElephantShelterULLod,
Enclosures\Shelters\ElephantShelter\ElephantShelter_data.unique.ovl,4,ElephantShelterLLod|ElephantShelterHLod|ElephantShelterULLod,
Enclosures\Shelters\GiraffeShelter\GiraffeShelter_data.common.ovl,4,GiraffeShelterULOLOD|GiraffeShelter|GiraffeShelterMEDLOD,
Enclosures\Shelters\GiraffeShelter\GiraffeShelter_data.unique.ovl,4,GiraffeShelterULOLOD|GiraffeShelter|GiraffeShelterMEDLOD,
Enclosures\Shelters\MonkeyShelter\MonkeyShelter_data.common.ovl,5,MonkeyShelterMLod|MonkeyShelterLLod|MonkeyShelterHLod,
Enclosures\Shelters\MonkeyShelter\MonkeyShelter_data.unique.ovl,5,MonkeyShelterMLod|MonkeyShelterLLod|MonkeyShelterHLod,
Enclosures\Shelters\RhinoShelter\RhinoShelter_data.common.ovl,5,RhinoShelterHLod|RhinoShelterULLod|Proxy,
Enclosures\Shelters\RhinoShelter\RhinoShelter_data.unique.ovl,5,RhinoShelterHLod|RhinoShelterULLod|Proxy,
Pool\Default\Extras\DB.common.ovl,2,DBLLOD|DBHLOD,
Pool\Default\Extras\DB.unique.ovl,2,DBLLOD|DBHLOD,
Pool\Default\Extras\Ladder.common.ovl,2,LadderHLOD|LadderLLOD,
Pool\Default\Extras\Ladder.unique.ovl,2,LadderHLOD|LadderLLOD,
Pool\Default\Extras\LifeguardChair.common.ovl,4,LifeguardChairMLOD|LifeguardChairLLOD|LifeguardChairHLOD,
Pool\Default\Extras\LifeguardChair.unique.ovl,4,LifeguardChairMLOD|LifeguardChairLLOD|LifeguardChairHLOD,
Pool\Default\Extras\Light.common.ovl,2,LightLLOD|LightHLOD,
Pool\Default\Extras\Light.unique.ovl,2,LightLLOD|LightHLOD,
Pool\Default\Extras\PoolLamp.common.ovl,2,PoolLampLLOD|PoolLampHLOD,
Pool\Default\Extras\PoolLamp.unique.ovl,2,PoolLampLLOD|PoolLampHLOD,
Pool\Default\Extras\PoolShower.common.ovl,1,PoolShowerLLOD,
Pool\Default\Extras\PoolShower.unique.ovl,1,PoolShowerLLOD,
Pool\Default\Extras\Ramp1.common.ovl,2,Ramp1LLOD|Ramp1HLOD,
Pool\Default\Extras\Ramp1.unique.ovl,2,Ramp1LLOD|Ramp1HLOD,
Pool\Default\Extras\Ramp2.common.ovl,2,Ramp2HLOD|Ramp2LLOD,
Pool\Default\Extras\Ramp2.unique.ovl,2,Ramp2HLOD|Ramp2LLOD,
Pool\Default\Extras\SunLoungers.common.ovl,2,SunLoungersLLOD|SunLoungersHLOD,
Pool\Default\Extras\SunLoungers.unique.ovl,2,SunLoungersLLOD|SunLoungersHLOD,
Pool\Default\Extras\SunLoungersUmbrella.common.ovl,2,SunLoungersUmbrellaLLOD|SunLoungersUmbrellaHLOD,
Pool\Default\Extras\SunLoungersUmbrella.unique.ovl,2,SunLoungersUmbrellaLLOD|SunLoungersUmbrellaHLOD,
Style\Vanilla\Fireworks\CWFW.common.ovl,1,CWFWVLOW,
Style\Vanilla\Fireworks\CWFW.unique.ovl,1,CWFWVLOW,
Style\Vanilla\Fireworks\LazerDome.common.ovl,3,LazerLowLod|Lazer|LazerMedLod,
Style\Vanilla\Fireworks\LazerDome.unique.ovl,3,LazerLowLod|Lazer|LazerMedLod,
Style\Vanilla\Fireworks\MortarWallx8.common.ovl,3,MortarWallx8|MortarWallx8LOW|MortarWallx8VLOW,
Style\Vanilla\Fireworks\MortarWallx8.unique.ovl,3,MortarWallx8|MortarWallx8LOW|MortarWallx8VLOW,
Style\Vanilla\Fireworks\Mortarx1.common.ovl,2,Mortarx1|Mortarx1VLOW,
Style\Vanilla\Fireworks\Mortarx1.unique.ovl,2,Mortarx1|Mortarx1VLOW,
Style\Vanilla\Fireworks\Mortarx16.common.ovl,3,Mortarx16|Mortarx16LOW|Mortarx16VLOW,
Style\Vanilla\Fireworks\Mortarx16.unique.ovl,3,Mortarx16|Mortarx16LOW|Mortarx16VLOW,
Style\Vanilla\Fireworks\WaterJet.common.ovl,3,WaterJetMedLod|WaterJetLowLod|WaterJet,
Style\Vanilla\Fireworks\WaterJet.unique.ovl,3,WaterJetMedLod|WaterJetLowLod|WaterJet,
Style\Vanilla\ParticleEmitters\LargeFire.common.ovl,3,ParticleLOW|ParticleMED|LargeFireHI,
Style\Vanilla\ParticleEmitters\LargeFire.unique.ovl,3,ParticleLOW|ParticleMED|LargeFireHI,
Style\Vanilla\ParticleEmitters\Mist.common.ovl,3,ParticleLOW|ParticleMED|MistHI,
Style\Vanilla\ParticleEmitters\Mist.unique.ovl,3,ParticleLOW|ParticleMED|MistHI,
Style\Vanilla\ParticleEmitters\SmallFire.common.ovl,3,SmallFireHI|ParticleLOW|ParticleMED,
Style\Vanilla\ParticleEmitters\SmallFire.unique.ovl,3,SmallFireHI|ParticleLOW|ParticleMED,
Style\Vanilla\ParticleEmitters\Smoke.common.ovl,3,ParticleLOW|SmokeHI|ParticleMED,
Style\Vanilla\ParticleEmitters\Smoke.unique.ovl,3,ParticleLOW|SmokeHI|ParticleMED,
Style\Vanilla\PathExtras\Bench.common.ovl,8,Bench_Broken_HI|Bench_Broken_LO1|Bench_Broken_LO,
Style\Vanilla\PathExtras\Bench.unique.ovl,8,Bench_Broken_HI|Bench_Broken_LO1|Bench_Broken_LO,
Style\Vanilla\PathExtras\Bin.common.ovl,4,Bin_HI|Bin_LO|Bin_ME,
Style\Vanilla\PathExtras\Bin.unique.ovl,4,Bin_HI|Bin_LO|Bin_ME,
Style\Vanilla\PathExtras\LampVer1.common.ovl,3,LampVer1_L1|LampVer1_L2|LampVer1_L3,
Style\Vanilla\PathExtras\LampVer1.unique.ovl,3,LampVer1_L1|LampVer1_L2|LampVer1_L3,
Style\Vanilla\PathExtras\LampVer2.common.ovl,3,LampVer2_L1|LampVer2_L2|LampVer2_L3,
Style\Vanilla\PathExtras\LampVer2.unique.ovl,3,LampVer2_L1|LampVer2_L2|LampVer2_L3,
Style\Vanilla\PathExtras\MarbleBench.common.ovl,4,MarbleBench|MarbleBenchLO|MarbleBenchMID,
Style\Vanilla\PathExtras\MarbleBench.unique.ovl,4,MarbleBench|MarbleBenchLO|MarbleBenchMID,
Style\Vanilla\PathExtras\Seat.common.ovl,4,SeatLow|SeatUltraLow|SeatMedium,
Style\Vanilla\PathExtras\Seat.unique.ovl,4,SeatLow|SeatUltraLow|SeatMedium,
Style\Vanilla\PathExtras\TVQueueLine.common.ovl,1,TVQueueLineUltraLow,
Style\Vanilla\PathExtras\TVQueueLine.unique.ovl,1,TVQueueLineUltraLow,
Style\Vanilla\Resturants\VResturant.common.ovl,4,VResturantHigh|VResturantLow|VResturantMed,
Style\Vanilla\Resturants\VResturant.unique.ovl,4,VResturantHigh|VResturantLow|VResturantMed,
Style\Vanilla\Shrubs\BBBush01.common.ovl,1,BBBush01,
Style\Vanilla\Shrubs\BBBush01.unique.ovl,1,BBBush01,
Style\Vanilla\Shrubs\BBBush02.common.ovl,1,BBBush02,
Style\Vanilla\Shrubs\BBBush02.unique.ovl,1,BBBush02,
Style\Vanilla\Shrubs\BBBush03.common.ovl,1,BBBush03,
Style\Vanilla\Shrubs\BBBush03.unique.ovl,1,BBBush03,
Style\Vanilla\Shrubs\BBBush04.common.ovl,1,BBBush04,
Style\Vanilla\Shrubs\BBBush04.unique.ovl,1,BBBush04,
Style\Vanilla\trees\BBBushyGreen01.common.ovl,1,BBBushyGreen01,
Style\Vanilla\trees\BBBushyGreen01.unique.ovl,1,BBBushyGreen01,
Style\Vanilla\trees\BBBushyGreen02.common.ovl,1,BBBushyGreen02,
Style\Vanilla\trees\BBBushyGreen02.unique.ovl,1,BBBushyGreen02,
Style\Vanilla\trees\BBBushyGreen03.common.ovl,1,BBBushyGreen03,
Style\Vanilla\trees\BBBushyGreen03.unique.ovl,1,BBBushyGreen03,
Style\Vanilla\trees\BBDarkGreen01.common.ovl,1,BBDarkGreen01,
Style\Vanilla\trees\BBDarkGreen01.unique.ovl,1,BBDarkGreen01,
Style\Vanilla\trees\BBDarkGreen02.common.ovl,1,BBDarkGreen02,
Style\Vanilla\trees\BBDarkGreen02.unique.ovl,1,BBDarkGreen02,
Style\Vanilla\trees\BBLargeGreen01.common.ovl,1,BBLargeGreen01,
Style\Vanilla\trees\BBLargeGreen01.unique.ovl,1,BBLargeGreen01,
Style\Vanilla\trees\BBLargeGreen02.common.ovl,1,BBLargeGreen02,
Style\Vanilla\trees\BBLargeGreen02.unique.ovl,1,BBLargeGreen02,
Style\Vanilla\trees\BBLightGreen01.common.ovl,1,BBLightGreen01,
Style\Vanilla\trees\BBLightGreen01.unique.ovl,1,BBLightGreen01,
Style\Vanilla\trees\BBLightGreen02.common.ovl,1,BBLightGreen02,
Style\Vanilla\trees\BBLightGreen02.unique.ovl,1,BBLightGreen02,
Style\Vanilla\trees\BBOakTree01.common.ovl,1,BBOakTree01,
Style\Vanilla\trees\BBOakTree01.unique.ovl,1,BBOakTree01,
Style\Vanilla\trees\BBOakTree02.common.ovl,1,BBOakTree02,
Style\Vanilla\trees\BBOakTree02.unique.ovl,1,BBOakTree02,
Style\Vanilla\trees\BBOakTree03.common.ovl,1,BBOakTree03,
Style\Vanilla\trees\BBOakTree03.unique.ovl,1,BBOakTree03,
Style\Vanilla\trees\BBPineTree01.common.ovl,1,BBPineTree01,
Style\Vanilla\trees\BBPineTree01.unique.ovl,1,BBPineTree01,
Style\Vanilla\trees\BBPineTree02.common.ovl,1,BBPineTree02,
Style\Vanilla\trees\BBPineTree02.unique.ovl,1,BBPineTree02,
Style\Vanilla\trees\BBPineTree03.common.ovl,1,BBPineTree03,
Style\Vanilla\trees\BBPineTree03.unique.ovl,1,BBPineTree03,
Style\Vanilla\trees\BBRedTree01.common.ovl,1,BBRedTree01,
Style\Vanilla\trees\BBRedTree01.unique.ovl,1,BBRedTree01,
Style\Vanilla\trees\BBRedTree02.common.ovl,1,BBRedTree02,
Style\Vanilla\trees\BBRedTree02.unique.ovl,1,BBRedTree02,
Style\Vanilla\trees\BBYellowTree01.common.ovl,1,BBYellowTree01,
Style\Vanilla\trees\BBYellowTree01.unique.ovl,1,BBYellowTree01,
Style\Vanilla\trees\BBYellowTree02.common.ovl,1,BBYellowTree02,
Style\Vanilla\trees\BBYellowTree02.unique.ovl,1,BBYellowTree02,
tracks\coasters\Seizmic\Seizmic.common.ovl,3,Splitter_HLOD|Splitter_MLOD|Splitter_LLOD,
tracks\coasters\Seizmic\Seizmic.unique.ovl,3,Splitter_HLOD|Splitter_MLOD|Splitter_LLOD,
tracks\coasters\Track1\Medcurve_data.common.ovl,3,Medcurve_HI|Medcurve_LO|Medcurve_ME,
tracks\coasters\Track1\Medcurve_data.unique.ovl,3,Medcurve_HI|Medcurve_LO|Medcurve_ME,
tracks\coasters\Track1\Photosection_data.common.ovl,3,Photosection_HI|Photosection_LO|Photosection_ME,
tracks\coasters\Track1\Photosection_data.unique.ovl,3,Photosection_HI|Photosection_LO|Photosection_ME,
tracks\coasters\Track1\StationmiddleFreeFall_data.common.ovl,3,StationmiddleFreeFall_HI|StationmiddleFreeFall_LO|StationmiddleFreeFall_ME,
tracks\coasters\Track1\StationmiddleFreeFall_data.unique.ovl,3,StationmiddleFreeFall_HI|StationmiddleFreeFall_LO|StationmiddleFreeFall_ME,
tracks\coasters\Track1\Stationmiddle_data.common.ovl,3,Stationmiddle_HI|Stationmiddle_LO|Stationmiddle_ME,
tracks\coasters\Track1\Stationmiddle_data.unique.ovl,3,Stationmiddle_HI|Stationmiddle_LO|Stationmiddle_ME,
tracks\coasters\Track1\Straight2tiltleft_data.common.ovl,3,Straight2tiltleft_HI|Straight2tiltleft_LO|Straight2tiltleft_ME,
tracks\coasters\Track1\Straight2tiltleft_data.unique.ovl,3,Straight2tiltleft_HI|Straight2tiltleft_LO|Straight2tiltleft_ME,
tracks\coasters\Track1\Straight2tiltright_data.common.ovl,3,Straight2tiltright_HI|Straight2tiltright_LO|Straight2tiltright_ME,
tracks\coasters\Track1\Straight2tiltright_data.unique.ovl,3,Straight2tiltright_HI|Straight2tiltright_LO|Straight2tiltright_ME,
tracks\coasters\Track1\Straight2verticalFreeFall_data.common.ovl,3,Straight2verticalFreeFall_HI|Straight2verticalFreeFall_LO|Straight2verticalFreeFall_ME,
tracks\coasters\Track1\Straight2verticalFreeFall_data.unique.ovl,3,Straight2verticalFreeFall_HI|Straight2verticalFreeFall_LO|Straight2verticalFreeFall_ME,
tracks\coasters\Track1\Straight2vertical_data.common.ovl,3,Straight2vertical_HI|Straight2vertical_LO|Straight2vertical_ME,
tracks\coasters\Track1\Straight2vertical_data.unique.ovl,3,Straight2vertical_HI|Straight2vertical_LO|Straight2vertical_ME,
tracks\coasters\Track1\Straightbrakes_data.common.ovl,3,Straightbrakes_HI|Straightbrakes_LO|Straightbrakes_ME,
tracks\coasters\Track1\Straightbrakes_data.unique.ovl,3,Straightbrakes_HI|Straightbrakes_LO|Straightbrakes_ME,
tracks\coasters\Track1\StraightFreeFall_data.common.ovl,3,StraightFreeFall_HI|StraightFreeFall_LO|StraightFreeFall_ME,
tracks\coasters\Track1\StraightFreeFall_data.unique.ovl,3,StraightFreeFall_HI|StraightFreeFall_LO|StraightFreeFall_ME,
tracks\coasters\Track1\Straight_data.common.ovl,3,Straight_HI|Straight_LO|Straight_ME,
tracks\coasters\Track1\Straight_data.unique.ovl,3,Straight_HI|Straight_LO|Straight_ME,
tracks\coasters\Track1\Tiltedmedcurve_data.common.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track1\Tiltedmedcurve_data.unique.ovl,3,Tiltedmedcurve_HI|Tiltedmedcurve_LO|Tiltedmedcurve_ME,
tracks\coasters\Track1\Tilt_data.common.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track1\Tilt_data.unique.ovl,3,Tilt_HI|Tilt_LO|Tilt_ME,
tracks\coasters\Track1\Topsection_data.common.ovl,3,Topsection_HI|Topsection_LO|Topsection_ME,
tracks\coasters\Track1\Topsection_data.unique.ovl,3,Topsection_HI|Topsection_LO|Topsection_ME,
tracks\coasters\Track1\VerticalFreeFall_data.common.ovl,3,VerticalFreeFall_HI|VerticalFreeFall_LO|VerticalFreeFall_ME,
tracks\coasters\Track1\VerticalFreeFall_data.unique.ovl,3,VerticalFreeFall_HI|VerticalFreeFall_LO|VerticalFreeFall_ME,
tracks\coasters\Track1\Vertical_data.common.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track1\Vertical_data.unique.ovl,3,Vertical_HI|Vertical_LO|Vertical_ME,
tracks\coasters\Track10\45medslope2medslopetiltleft_data.common.ovl,3,45medslope2medslopetiltleft_HI|45medslope2medslopetiltleft_LO|45medslope2medslopetiltleft_ME,
tracks\coasters\Track10\45medslope2medslopetiltleft_data.unique.ovl,3,45medslope2medslopetiltleft_HI|45medslope2medslopetiltleft_LO|45medslope2medslopetiltleft_ME,
tracks\coasters\Track10\45medslope2medslopetiltright_data.common.ovl,3,45medslope2medslopetiltright_HI|45medslope2medslopetiltright_LO|45medslope2medslopetiltright_ME,
tracks\coasters\Track10\45medslope2medslopetiltright_data.unique.ovl,3,45medslope2medslopetiltright_HI|45medslope2medslopetiltright_LO|45medslope2medslopetiltright_ME,
tracks\coasters\Track10\45medslope2steepslope_data.common.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
tracks\coasters\Track10\45medslope2steepslope_data.unique.ovl,3,45medslope2steepslope_HI|45medslope2steepslope_LO|45medslope2steepslope_ME,
tracks\coasters\Track10\45medslope2straightchain_data.common.ovl,1,45medslope2straightchain_LO,
tracks\coasters\Track10\45medslope2straightchain_data.unique.ovl,1,45medslope2straightchain_LO,
tracks\coasters\Track10\45medslope2straight_data.common.ovl,3,45medslope2straight_HI|45medslope2straight_LO|45medslope2straight_ME,
tracks\coasters\Track10\45medslope2straight_data.unique.ovl,3,45medslope2straight_HI|45medslope2straight_LO|45medslope2straight_ME,
tracks\coasters\Track10\45medslope2tiltleft_data.common.ovl,3,45medslope2tiltleft_HI|45medslope2tiltleft_LO|45medslope2tiltleft_ME,
tracks\coasters\Track10\45medslope2tiltleft_data.unique.ovl,3,45medslope2tiltleft_HI|45medslope2tiltleft_LO|45medslope2tiltleft_ME,
tracks\coasters\Track10\45medslope2tiltright_data.common.ovl,3,45medslope2tiltright_HI|45medslope2tiltright_LO|45medslope2tiltright_ME,
tracks\coasters\Track10\45medslope2tiltright_data.unique.ovl,3,45medslope2tiltright_HI|45medslope2tiltright_LO|45medslope2tiltright_ME,
tracks\coasters\Track10\45medslopechain_data.common.ovl,1,45medslopechain_LO,
tracks\coasters\Track10\45medslopechain_data.unique.ovl,1,45medslopechain_LO,
tracks\coasters\Track10\45medslopetiltleft2medslope_data.common.ovl,3,45medslopetiltleft2medslope_HI|45medslopetiltleft2medslope_LO|45medslopetiltleft2medslope_ME,
tracks\coasters\Track10\45medslopetiltleft2medslope_data.unique.ovl,3,45medslopetiltleft2medslope_HI|45medslopetiltleft2medslope_LO|45medslopetiltleft2medslope_ME,
tracks\coasters\Track10\45medslopetiltleft2steepslope_data.common.ovl,3,45medslopetiltleft2steepslope_HI|45medslopetiltleft2steepslope_LO|45medslopetiltleft2steepslope_ME,
tracks\coasters\Track10\45medslopetiltleft2steepslope_data.unique.ovl,3,45medslopetiltleft2steepslope_HI|45medslopetiltleft2steepslope_LO|45medslopetiltleft2steepslope_ME,
tracks\coasters\Track10\45medslopetiltleft2straighttiltleft_data.common.ovl,3,45medslopetiltleft2straighttiltleft_HI|45medslopetiltleft2straighttiltleft_LO|45medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track10\45medslopetiltleft2straighttiltleft_data.unique.ovl,3,45medslopetiltleft2straighttiltleft_HI|45medslopetiltleft2straighttiltleft_LO|45medslopetiltleft2straighttiltleft_ME,
tracks\coasters\Track10\45medslopetiltleft2straight_data.common.ovl,3,45medslopetiltleft2straight_HI|45medslopetiltleft2straight_LO|45medslopetiltleft2straight_ME,
tracks\coasters\Track10\45medslopetiltleft2straight_data.unique.ovl,3,45medslopetiltleft2straight_HI|45medslopetiltleft2straight_LO|45medslopetiltleft2straight_ME,
tracks\coasters\Track10\45medslopetiltleft_data.common.ovl,3,45medslopetiltleft_HI|45medslopetiltleft_LO|45medslopetiltleft_ME,
tracks\coasters\Track10\45medslopetiltleft_data.unique.ovl,3,45medslopetiltleft_HI|45medslopetiltleft_LO|45medslopetiltleft_ME,
tracks\coasters\Track10\45medslopetiltright2medslope_data.common.ovl,3,45medslopetiltright2medslope_LO|45medslopetiltright2medslope_ME|45medslopetiltright2medslope_HI,
tracks\coasters\Track10\45medslopetiltright2medslope_data.unique.ovl,3,45medslopetiltright2medslope_LO|45medslopetiltright2medslope_ME|45medslopetiltright2medslope_HI,
tracks\coasters\Track10\45medslopetiltright2steepslope_data.common.ovl,3,45medslopetiltright2steepslope_HI|45medslopetiltright2steepslope_LO|45medslopetiltright2steepslope_ME,
tracks\coasters\Track10\45medslopetiltright2steepslope_data.unique.ovl,3,45medslopetiltright2steepslope_HI|45medslopetiltright2steepslope_LO|45medslopetiltright2steepslope_ME,
tracks\coasters\Track10\45medslopetiltright2straighttiltright_data.common.ovl,3,45medslopetiltright2straighttiltright_HI|45medslopetiltright2straighttiltright_LO|45medslopetiltright2straighttiltright_ME,
tracks\coasters\Track10\45medslopetiltright2straighttiltright_data.unique.ovl,3,45medslopetiltright2straighttiltright_HI|45medslopetiltright2straighttiltright_LO|45medslopetiltright2straighttiltright_ME,
tracks\coasters\Track10\45medslopetiltright2straight_data.common.ovl,3,45medslopetiltright2straight_HI|45medslopetiltright2straight_LO|45medslopetiltright2straight_ME,
tracks\coasters\Track10\45medslopetiltright2straight_data.unique.ovl,3,45medslopetiltright2straight_HI|45medslopetiltright2straight_LO|45medslopetiltright2straight_ME,
tracks\coasters\Track10\45medslopetiltright_data.common.ovl,3,45medslopetiltright_HI|45medslopetiltright_LO|45medslopetiltright_ME,
tracks\coasters\Track10\45medslopetiltright_data.unique.ovl,3,45medslopetiltright_HI|45medslopetiltright_LO|45medslopetiltright_ME,
tracks\coasters\Track10\45medslope_data.common.ovl,3,45medslope_HI|45medslope_LO|45medslope_ME,
tracks\coasters\Track10\45medslope_data.unique.ovl,3,45medslope_HI|45medslope_LO|45medslope_ME,
tracks\coasters\Track10\45steepslope2medslopetiltleft_data.common.ovl,3,45steepslope2medslopetiltleft_HI|45steepslope2medslopetiltleft_LO|45steepslope2medslopetiltleft_ME,
tracks\coasters\Track10\45steepslope2medslopetiltleft_data.unique.ovl,3,45steepslope2medslopetiltleft_HI|45steepslope2medslopetiltleft_LO|45steepslope2medslopetiltleft_ME,
tracks\coasters\Track10\45steepslope2medslopetiltright_data.common.ovl,3,45steepslope2medslopetiltright_HI|45steepslope2medslopetiltright_LO|45steepslope2medslopetiltright_ME,
tracks\coasters\Track10\45steepslope2medslopetiltright_data.unique.ovl,3,45steepslope2medslopetiltright_HI|45steepslope2medslopetiltright_LO|45steepslope2medslopetiltright_ME,
tracks\coasters\Track10\45steepslope2medslope_data.common.ovl,3,45steepslope2medslope_HI|45steepslope2medslope_LO|45steepslope2medslope_ME,
tracks\coasters\Track10\45steepslope2medslope_data.unique.ovl,3,45steepslope2medslope_HI|45steepslope2medslope_LO|45steepslope2medslope_ME,
tracks\coasters\Track10\45steepslope_data.common.ovl,3,45steepslope_HI|45steepslope_LO|45steepslope_ME,
tracks\coasters\Track10\45steepslope_data.unique.ovl,3,45steepslope_HI|45steepslope_LO|45steepslope_ME,
tracks\coasters\Track10\45straight2medslopechain_data.common.ovl,1,45straight2medslopechain_LO,
tracks\coasters\Track10\45straight2medslopechain_data.unique.ovl,1,45straight2medslopechain_LO,
tracks\coasters\Track10\45straight2medslopetiltleft_data.common.ovl,3,45straight2medslopetiltleft_HI|45straight2medslopetiltleft_LO|45straight2medslopetiltleft_ME,
tracks\coasters\Track10\45straight2medslopetiltleft_data.unique.ovl,3,45straight2medslopetiltleft_HI|45straight2medslopetiltleft_LO|45straight2medslopetiltleft_ME,
tracks\coasters\Track10\45straight2medslopetiltright_data.common.ovl,3,45straight2medslopetiltright_HI|45straight2medslopetiltright_LO|45straight2medslopetiltright_ME,
tracks\coasters\Track10\45straight2medslopetiltright_data.unique.ovl,3,45straight2medslopetiltright_HI|45straight2medslopetiltright_LO|45straight2medslopetiltright_ME,
tracks\coasters\Track10\45straight2medslope_data.common.ovl,3,45straight2medslope_HI|45straight2medslope_LO|45straight2medslope_ME,
tracks\coasters\Track10\45straight2medslope_data.unique.ovl,3,45straight2medslope_HI|45straight2medslope_LO|45straight2medslope_ME,
tracks\coasters\Track10\45straight2tiltleft_data.common.ovl,3,45straight2tiltleft_HI|45straight2tiltleft_LO|45straight2tiltleft_ME,
tracks\coasters\Track10\45straight2tiltleft_data.unique.ovl,3,45straight2tiltleft_HI|45straight2tiltleft_LO|45straight2tiltleft_ME,
tracks\coasters\Track10\45straight2tiltright_data.common.ovl,3,45straight2tiltright_HI|45straight2tiltright_LO|45straight2tiltright_ME,
tracks\coasters\Track10\45straight2tiltright_data.unique.ovl,3,45straight2tiltright_HI|45straight2tiltright_LO|45straight2tiltright_ME,
tracks\coasters\Track10\45straightchain_data.common.ovl,1,45straightchain_LO,
tracks\coasters\Track10\45straightchain_data.unique.ovl,1,45straightchain_LO,
